* Block Type = Array Card Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2011-10-14 14:32:12 PM EDT
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2011-10-14 14:49:51 PM EDT
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2011-10-14 14:23:27 PM EDT
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2011-10-14 14:57:46 PM EDT
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2011-10-14 14:41:41 PM EDT
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2011-10-14 15:05:24 PM EDT
* Chemistry = TAQMAN
* Experiment File Name = C:\Documents and Settings\Administrator\Desktop\USERS\Pancreas 3_12\2012-06-11 PP09053 A.eds
* Experiment Name = 2012-06-11 PP09053 A
* Experiment Run End Time = 2012-06-11 10:46:39 AM EDT
* Experiment Type = Comparative Cт (ΔΔCт) 
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Ct Mean	NOAMP	EXPFAIL	THOLDFAIL
1	hsa-let-7a-4373169	Undetermined		Y	Y	Y
2	hsa-let-7c-4373167	30.433	30.433	N	N	N
3	hsa-let-7d-4395394	27.262	27.262	N	N	N
4	hsa-let-7e-4395517	31.681	31.681	N	N	Y
5	hsa-let-7f-4373164	Undetermined		Y	Y	Y
6	hsa-let-7g-4395393	25.978	25.978	N	N	N
7	hsa-miR-1-4395333	34.510	34.510	N	N	Y
8	hsa-miR-9-4373285	Undetermined		Y	Y	Y
9	hsa-miR-10a-4373153	29.949	29.949	N	N	Y
10	hsa-miR-10b-4395329	Undetermined		N	Y	Y
11	MammU6-4395470	26.267	26.250	N	N	N
12	MammU6-4395470	26.215	26.250	N	N	N
13	hsa-miR-15a-4373123	27.879	27.879	N	N	N
14	hsa-miR-15b-4373122	26.293	26.293	N	N	N
15	hsa-miR-16-4373121	17.675	17.675	N	N	N
16	hsa-miR-17-4395419	17.839	17.839	N	N	N
17	hsa-miR-18a-4395533	27.208	27.208	N	N	N
18	hsa-miR-18b-4395328	29.828	29.828	N	N	Y
19	hsa-miR-19a-4373099	21.437	21.437	N	N	N
20	hsa-miR-19b-4373098	15.476	15.476	N	N	N
21	hsa-miR-20a-4373286	20.528	20.528	N	N	N
22	hsa-miR-20b-4373263	23.957	23.957	N	N	N
23	hsa-miR-21-4373090	20.543	20.543	N	N	N
24	hsa-miR-22-4373079	26.062	26.062	N	N	Y
25	hsa-miR-23a-4373074	25.958	25.958	N	N	Y
26	hsa-miR-23b-4373073	Undetermined		Y	Y	Y
27	hsa-miR-24-4373072	15.965	15.965	N	N	N
28	hsa-miR-25-4373071	21.923	21.923	N	N	N
29	hsa-miR-26a-4395166	23.050	23.050	N	N	N
30	hsa-miR-26b-4395167	25.741	25.741	N	N	N
31	hsa-miR-27a-4373287	23.959	23.959	N	N	N
32	hsa-miR-27b-4373068	24.262	24.262	N	N	N
33	hsa-miR-28-3p-4395557	21.365	21.365	N	N	N
34	hsa-miR-28-5p-4373067	26.818	26.818	N	N	N
35	MammU6-4395470	26.296	26.250	N	N	N
36	MammU6-4395470	26.223	26.250	N	N	N
37	hsa-miR-29a-4395223	22.407	22.407	N	N	N
38	hsa-miR-29b-4373288	Undetermined		Y	Y	Y
39	hsa-miR-29c-4395171	28.323	28.323	N	N	N
40	hsa-miR-30b-4373290	23.371	23.371	N	N	N
41	hsa-miR-30c-4373060	22.232	22.232	N	N	N
42	hsa-miR-31-4395390	27.967	27.967	N	N	Y
43	hsa-miR-32-4395220	Undetermined		N	Y	Y
44	hsa-miR-33b-4395196	Undetermined		Y	Y	Y
45	hsa-miR-34a-4395168	26.553	26.553	N	N	N
46	hsa-miR-34c-5p-4373036	Undetermined		Y	Y	Y
47	hsa-miR-92a-4395169	18.675	18.675	N	N	N
48	hsa-miR-93-4373302	21.601	21.601	N	N	N
49	hsa-miR-95-4373011	Undetermined		Y	N	Y
50	hsa-miR-96-4373372	31.413	31.413	N	N	N
51	hsa-miR-98-4373009	Undetermined		Y	Y	Y
52	hsa-miR-99a-4373008	31.377	31.377	N	N	N
53	hsa-miR-99b-4373007	25.878	25.878	N	N	N
54	hsa-miR-100-4373160	27.597	27.597	N	N	N
55	hsa-miR-101-4395364	25.987	25.987	N	N	N
56	hsa-miR-103-4373158	23.467	23.467	N	N	N
