* Block Type = Array Card Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2011-10-14 14:32:12 PM EDT
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2011-10-14 14:49:51 PM EDT
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2011-10-14 14:23:27 PM EDT
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2011-10-14 14:57:46 PM EDT
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2011-10-14 14:41:41 PM EDT
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2011-10-14 15:05:24 PM EDT
* Chemistry = TAQMAN
* Experiment File Name = C:\Documents and Settings\Administrator\Desktop\USERS\Pancreas 3_12\2012-06-20 PP09082 B.eds
* Experiment Name = 2012-06-20 PP09084 B
* Experiment Run End Time = 2012-06-20 12:16:55 PM EDT
* Experiment Type = Comparative Cт (ΔΔCт) 
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Ct Mean	NOAMP	EXPFAIL	THOLDFAIL
1	dme-miR-7-000268	27.420	27.420	N	N	N
2	hsa-miR-548I-002909	Undetermined		Y	Y	Y
3	hsa-miR-30a-3p-000416	26.547	26.547	N	N	N
4	hsa-miR-30a-5p-000417	16.996	16.996	N	N	N
5	hsa-miR-30d-000420	19.386	19.386	N	N	N
6	hsa-miR-30e-3p-000422	22.931	22.931	N	N	N
7	hsa-miR-34b-000427	Undetermined		N	Y	Y
8	hsa-miR-126#-000451	24.623	24.623	N	N	N
9	hsa-miR-154#-000478	31.707	31.707	N	N	N
10	hsa-miR-182#-000483	Undetermined		Y	Y	Y
11	U6 snRNA-001973	25.521	25.687	N	N	N
12	U6 snRNA-001973	25.623	25.687	N	N	N
13	hsa-miR-206-000510	25.794	25.794	N	N	N
14	hsa-miR-213-000516	31.839	31.839	N	N	Y
15	hsa-miR-302c#-000534	17.089	17.089	N	N	Y
16	hsa-miR-302d-000535	32.560	32.560	N	N	Y
17	hsa-miR-378-000567	29.310	29.310	N	N	N
18	hsa-miR-380-5p-000570	Undetermined		Y	Y	Y
19	hsa-miR-1257-002910	Undetermined		Y	Y	Y
20	hsa-miR-200a#-001011	Undetermined		Y	Y	Y
21	hsa-miR-432-001026	22.944	22.944	N	N	N
22	hsa-miR-432#-001027	Undetermined		N	Y	Y
23	hsa-miR-497-001043	26.465	26.465	N	N	N
24	hsa-miR-500-001046	30.388	30.388	N	N	Y
25	hsa-miR-1238-002927	Undetermined		Y	Y	Y
26	hsa-miR-488-001106	Undetermined		Y	Y	Y
27	hsa-miR-517#-001113	Undetermined		Y	Y	Y
28	hsa-miR-516-3p-001149	29.965	29.965	N	N	N
29	hsa-miR-518c#-001158	Undetermined		Y	Y	Y
30	hsa-miR-519e#-001166	Undetermined		Y	Y	Y
31	hsa-miR-520h-001170	23.638	23.638	N	N	Y
32	hsa-miR-524-001173	Undetermined		N	Y	Y
33	mmu-let-7d#-001178	22.874	22.874	N	N	Y
34	hsa-miR-363#-001283	Undetermined		Y	Y	Y
35	U6 snRNA-001973	25.835	25.687	N	N	N
36	U6 snRNA-001973	25.771	25.687	N	N	N
37	rno-miR-7#-001338	25.282	25.282	N	N	N
38	hsa-miR-656-001510	28.790	28.790	N	N	N
39	hsa-miR-549-001511	Undetermined		N	Y	Y
40	hsa-miR-657-001512	Undetermined		N	Y	Y
41	hsa-miR-658-001513	Undetermined		Y	Y	Y
42	hsa-miR-659-001514	Undetermined		N	Y	Y
43	hsa-miR-551a-001519	Undetermined		N	Y	Y
44	hsa-miR-552-001520	Undetermined		Y	Y	Y
45	hsa-miR-553-001521	Undetermined		N	Y	Y
46	hsa-miR-554-001522	Undetermined		Y	Y	Y
47	hsa-miR-555-001523	Undetermined		Y	Y	Y
48	hsa-miR-557-001525	Undetermined		Y	Y	Y
49	hsa-miR-558-001526	Undetermined		Y	Y	Y
50	hsa-miR-559-001527	Undetermined		Y	Y	Y
51	hsa-miR-562-001529	Undetermined		N	Y	Y
52	hsa-miR-563-001530	Undetermined		Y	Y	Y
53	hsa-miR-564-001531	Undetermined		N	Y	Y
54	hsa-miR-566-001533	30.048	30.048	N	N	Y
55	hsa-miR-567-001534	Undetermined		N	Y	Y
56	hsa-miR-569-001536	Undetermined		Y	Y	Y
57	hsa-miR-586-001539	Undetermined		N	Y	Y
58	hsa-miR-587-001540	Undetermined		Y	Y	Y
59	RNU44-001094	Undetermined		Y	Y	Y
60	hsa-miR-588-001542	Undetermined		Y	Y	Y
61	hsa-miR-589-001543	28.679	28.679	N	N	N
62	hsa-miR-550-001544	Undetermined		Y	Y	Y
63	hsa-miR-591-001545	Undetermined		Y	Y	Y
64	hsa-miR-592-001546	25.449	25.449	N	N	N
65	hsa-miR-593-001547	Undetermined		Y	Y	Y
66	hsa-miR-596-001550	20.397	20.397	N	N	Y
67	hsa-miR-622-001553	Undetermined		Y	Y	Y
68	hsa-miR-599-001554	Undetermined		Y	Y	Y
69	hsa-miR-623-001555	Undetermined		N	Y	Y
70	hsa-miR-600-001556	Undetermined		Y	Y	Y
71	hsa-miR-624-001557	27.464	27.464	N	N	N
72	hsa-miR-601-001558	27.827	27.827	N	N	N
73	hsa-miR-626-001559	Undetermined		Y	Y	Y
74	hsa-miR-629-001562	27.738	27.738	N	N	N
75	hsa-miR-630-001563	Undetermined		Y	Y	Y
76	hsa-miR-631-001564	Undetermined		Y	Y	Y
77	hsa-miR-603-001566	32.829	32.829	N	N	N
78	hsa-miR-604-001567	Undetermined		N	Y	Y
79	hsa-miR-605-001568	Undetermined		N	Y	Y
80	hsa-miR-606-001569	Undetermined		Y	Y	Y
81	hsa-miR-607-001570	Undetermined		Y	Y	Y
82	hsa-miR-608-001571	Undetermined		Y	Y	Y
83	hsa-miR-609-001573	Undetermined		Y	Y	Y
84	hsa-miR-633-001574	Undetermined		Y	Y	Y
85	hsa-miR-634-001576	Undetermined		Y	Y	Y
86	hsa-miR-635-001578	Undetermined		Y	Y	Y
87	hsa-miR-637-001581	Undetermined		Y	Y	Y
88	hsa-miR-638-001582	27.010	27.010	N	N	N
89	hsa-miR-639-001583	Undetermined		N	Y	Y
90	hsa-miR-640-001584	Undetermined		Y	Y	Y
